actorLabel,image
Кристиан Оливер,http://commons.wikimedia.org/wiki/Special:FilePath/Christian%20Oliver%20by%20David%20Shankbone.jpg
Jerry Calà,http://commons.wikimedia.org/wiki/Special:FilePath/Jerry%20Cal%C3%A0%20%28cropped%29.jpg
Jessica Sanchez,http://commons.wikimedia.org/wiki/Special:FilePath/Jessica%20Sanchez%20cropped.JPG
"Фогель, Юрген",http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%BCrgen%20Vogel%20%28Berlinale%202012%29.jpg
"Маске, Генри",http://commons.wikimedia.org/wiki/Special:FilePath/2016209185650%202016-07-27%20Champions%20for%20Charity%20-%20Sven%20-%201D%20X%20-%200111%20-%20DV3P4704%20mod%20%28cropped%29.jpg
"Маске, Генри",http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Maske%20%28GDR%29%201983.jpg
Сента Бергер,http://commons.wikimedia.org/wiki/Special:FilePath/MJK30871%20Senta%20Berger%20%28Berlinale%202017%29.jpg
Giada Gray,http://commons.wikimedia.org/wiki/Special:FilePath/Moritz%20A.%20Sachs%20und%20Giada%20Gray%20%281997%29.jpg
"Шрётер, Вернер",http://commons.wikimedia.org/wiki/Special:FilePath/Werner%20Schroeter.jpg
Магда Шнайдер,http://commons.wikimedia.org/wiki/Special:FilePath/Magda-schneider%201935.jpg
Йоханнес Хестерс,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Heesters%20-%201964.jpg
Jimi Blue Ochsenknecht,http://commons.wikimedia.org/wiki/Special:FilePath/Jimi%20Blue%20Ochsenknecht%202018-07-19%20Fotoprobe%20Nibelungen%20Festspiele%20Worms%20Siegfrieds%20Erben.jpg
Эрнст Байер,http://commons.wikimedia.org/wiki/Special:FilePath/WP%20Ernst%20Baier.jpg
Варвара Майер,http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Meier%20-%20QVC%20%28cropped%29.jpg
Аугуст Диль,http://commons.wikimedia.org/wiki/Special:FilePath/August%20Diehl%20Photo%20Call%20Der%20junge%20Karl%20Marx%20Berlinale%202017%2002.jpg
Сид Чарисс,http://commons.wikimedia.org/wiki/Special:FilePath/Cyd%20Charisse%20-%201949.jpg
Натя Брункхорст,http://commons.wikimedia.org/wiki/Special:FilePath/Natja%20Brunckhorst.jpg
"Отто, Гётц",http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%B6tz%20Otto%2C%20Women%27s%20World%20Awards%202009.jpg
Йоахим Витт,http://commons.wikimedia.org/wiki/Special:FilePath/Joachim%20witt%20bochum%202014.jpg
Jay-Z,http://commons.wikimedia.org/wiki/Special:FilePath/Jay-Z%20concert%20%28cropped%29.jpg
Jay-Z,http://commons.wikimedia.org/wiki/Special:FilePath/Jay-Z%20%40%20Shawn%20%27Jay-Z%27%20Carter%20Foundation%20Carnival%20%28crop%202%29.jpg
Ольга Константиновна Чехова,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-F001053-0006%2C%20G%C3%B6ttingen%2C%20Dreharbeaiten%20im%20Filmstudio.jpg
Йерун Краббе,http://commons.wikimedia.org/wiki/Special:FilePath/Jeroen%20Krabb%C3%A9%20%282018%29.jpg
Юдит Рaкерс,http://commons.wikimedia.org/wiki/Special:FilePath/Judith%20Rakers%20-%20Deutscher%20Radiopreis%20Hamburg%202016%2003.jpg
Том Бек,http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2011945%20Tom%20Beck.jpg
Роза фон Праунхайм,http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2016033%20Rosa%20von%20Praunheim%20%28Berlinale%202018%29%20crop.jpg
Shermine Shahrivar,http://commons.wikimedia.org/wiki/Special:FilePath/AV0A1388%20Shermine%20Shahrivar.jpg
Guildo Horn,http://commons.wikimedia.org/wiki/Special:FilePath/Guildo%20Horn%20%E2%80%93%20Schlagermove%202015%2004.jpg
"Мюэ, Анна Мария",http://commons.wikimedia.org/wiki/Special:FilePath/Anna-Maria-Muehe.jpg
Гёц Георге,http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%B6tzGeorge.jpg
Себастьян Кох,http://commons.wikimedia.org/wiki/Special:FilePath/Sebastian%20Koch%202011.jpg
Дана Уинтер,http://commons.wikimedia.org/wiki/Special:FilePath/Dana%20Wynter%20-%201962.jpg
"Чирнер, Нора",http://commons.wikimedia.org/wiki/Special:FilePath/Nora%20Tschirner%20Romy%202019%20%28cropped%29.jpg
"Хоттер, Ханс",http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Hotter.jpg
"Уилхойт, Кэтлин",http://commons.wikimedia.org/wiki/Special:FilePath/Kathleen%20Wilhoite%20at%20Vicki%20Abelson%27s%20Women%20Who%20Write%20%2814380708540%29.jpg
Sasha,http://commons.wikimedia.org/wiki/Special:FilePath/Sasha.JPG
Мария Гладковская,http://commons.wikimedia.org/wiki/Special:FilePath/MariaGladkowska2011.JPG
"Хаке, Александр",http://commons.wikimedia.org/wiki/Special:FilePath/2007-05-24%20Alexander%20Hacke%20live.jpg
"Поломский, Ежи",http://commons.wikimedia.org/wiki/Special:FilePath/Iwonicz-Zdr%C3%B3j%2C%20Jerzy%20Po%C5%82omski%20obci%C4%99ty.jpg
"Кимура, Исао",http://commons.wikimedia.org/wiki/Special:FilePath/Isao%20Kimura%201954%20Scan10004%20160913.jpg
Генриетта Мендель,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%20D%C3%BCrck%2C%20Henriette%20Mendel.jpg
Сибель Кекилли,http://commons.wikimedia.org/wiki/Special:FilePath/MJK30806%20Sibel%20Kekilli%20%28Berlinale%202017%29%20cropped.jpg
Женелия де Суза,http://commons.wikimedia.org/wiki/Special:FilePath/Genelia%20dsouza%20love%20big%20and%20cbs%20press%20meet.jpg
"Шнельдорфер, Манфред",http://commons.wikimedia.org/wiki/Special:FilePath/Manfred%20Schnelldorfer.jpg
Хайно Ферх,http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2011955%20Heino%20Ferch%20crop.jpg
"Эфраим, Молли",http://commons.wikimedia.org/wiki/Special:FilePath/Molly%20Ephraim%202012.jpg
"Кунерт, Гюнтер",http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%BCnter%20Kunert%20%28cropped%29.jpg
"Штайн, Петер",http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B5%D1%82%D0%B5%D1%80%20%D0%A8%D1%82%D0%B0%D0%B9%D0%BD%20%D0%A4%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%20%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9%20%D0%94%D1%83%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%202015.jpg
Дэвид Денман,http://commons.wikimedia.org/wiki/Special:FilePath/Daviddenman.jpg
Петер Берлинг,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Berling%20%281996%29%20by%20Erling%20Mandelmann.jpg
Маттиас Швайгхёфер,http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2068833%20Matthias%20Schweigh%C3%B6fer%20%28Bayern-Empfang%2C%20Berlinale%202020%29%20crop.jpg
Корона Шрётер,http://commons.wikimedia.org/wiki/Special:FilePath/Korona%20Schr%C3%B6ter.jpg
Корона Шрётер,http://commons.wikimedia.org/wiki/Special:FilePath/CoronaElisabethWilhelmineSchr%C3%B6ter.jpg
Тони Гаррн,http://commons.wikimedia.org/wiki/Special:FilePath/MJK30735%20Toni%20Garrn%20%28Berlinale%202017%29%20cropped.jpg
Тони Гаррн,http://commons.wikimedia.org/wiki/Special:FilePath/Toni%20Garrn%20Berlin%202015.jpg
"Рудник, Барбара",http://commons.wikimedia.org/wiki/Special:FilePath/Barbara%20Rudnik.jpg
"Патитц, Татьяна",http://commons.wikimedia.org/wiki/Special:FilePath/Tatjana%20Patitz%202005%20%28cropped%29%20-%20Tatjana%20Patitz.jpg
Нино Де Анджело,http://commons.wikimedia.org/wiki/Special:FilePath/Nino%20de%20Angelo%2024.10.2010%20in%20Magdeburg%20by%20NicoJenner.jpg
Carina Wiese,http://commons.wikimedia.org/wiki/Special:FilePath/Carina%20Wiese%20Premiere%20von%20der%20300.%20Folge%20%27Alarm%20f%C3%BCr%20Cobra%2011%27%20%28cropped%29.jpg
Александра Мария Лара,http://commons.wikimedia.org/wiki/Special:FilePath/Sing%20Alexandra%20Maria%20Lara%20%282%29%20%28cropped%29.jpg
Ким Со Хён,http://commons.wikimedia.org/wiki/Special:FilePath/%EA%B9%80%EC%86%8C%ED%98%84%28Kim%20So%20Hyun%29%20The%20Tale%20of%20Nokdu%2002.png
"Мюллер, Рената",http://commons.wikimedia.org/wiki/Special:FilePath/Renate%20M%C3%BCller.%20Phot.%20Yva%2C%20Berlin%20%28cropped%29.jpg
"Беккер, Мерет",http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2068308%20Meret%20Becker%20%28Berlinale%202020%29.jpg
Дана Ваврова,http://commons.wikimedia.org/wiki/Special:FilePath/Dana%20V%C3%A1vrov%C3%A1.jpg
Кристиана Луиза Амалия Беккер-Нойманн,http://commons.wikimedia.org/wiki/Special:FilePath/ChristianeBecker-Neumann.jpg
Мириам Ланштайн,http://commons.wikimedia.org/wiki/Special:FilePath/2013%2005%2032%20Miriam%20Lahnstein.JPG
Людвиг Хаас,http://commons.wikimedia.org/wiki/Special:FilePath/2008-08-17%20Lindenstrasse-Ludwig%20Haas-0031.JPG
Сепп Шауэр,http://commons.wikimedia.org/wiki/Special:FilePath/Sepp%20Schauer.JPG
Kerstin Thielemann,http://commons.wikimedia.org/wiki/Special:FilePath/Cast%20Alarm%20f%C3%BCr%20Cobra%2011%20bei%20der%20Premiere%20von%20der%20300.%20Folge%20%27Alarm%20f%C3%BCr%20Cobra%2011%27.jpg
Марк Вашке,http://commons.wikimedia.org/wiki/Special:FilePath/Mark%20Waschke.jpg
"Зигель, Джулия",http://commons.wikimedia.org/wiki/Special:FilePath/1009%20Julia%20Siegel.JPG
Макс Гюльшторф,http://commons.wikimedia.org/wiki/Special:FilePath/Fotothek%20df%20pk%200000038%20023%20Paul%20Bildt%20als%20Prof.%20Serebrjanow%2C%20Paula%20Denk%20als%20Helena%20Andrejewna%2C%20seine%20Gattin.jpg
Хильда  Зейпп,http://commons.wikimedia.org/wiki/Special:FilePath/Hilde%20Seipp%20Schmoll.jpg
Эрих Фидлер,http://commons.wikimedia.org/wiki/Special:FilePath/Kabarett%20der%20Komiker%3B%20Erich%20Fiedler%20013591b.jpg
Фридрих Бекман,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%20Beckmann.jpg
Peter Frankenfeld,http://commons.wikimedia.org/wiki/Special:FilePath/Partner-Woche%20f%C3%BCr%20mehr%20Sicherheit%20im%20Stra%C3%9Fenverkehr%20%28Kiel%2066.718%29%20%28cropped%29.jpg
Франсуа Гёск,http://commons.wikimedia.org/wiki/Special:FilePath/Francois%20Goeske%20Cannes%202009-Sven%20Levain.jpeg
Melanie Peres,http://commons.wikimedia.org/wiki/Special:FilePath/Melanie%20Peres.jpg
Мирча Крисан,http://commons.wikimedia.org/wiki/Special:FilePath/Mircea%20Krishan.jpg
Феликс фон Яшерофф,http://commons.wikimedia.org/wiki/Special:FilePath/Felix%20von%20Jascheroff%20Oldenburg3.jpg
"Бонен, Михаэль",http://commons.wikimedia.org/wiki/Special:FilePath/Fotothek%20df%20pk%200000016%20b%20050%20Portr%C3%A4t.jpg
"Бивер, Макси",http://commons.wikimedia.org/wiki/Special:FilePath/Deutscher%20Fernsehpreis%202012%20-%20Maxi%20Biewer.jpg
Mišel Matičević,http://commons.wikimedia.org/wiki/Special:FilePath/Grimme-Preis%202011%20-%20Mi%C5%A1el%20Mati%C4%8Devi%C4%87%201.JPG
"Раабе, Гедвига",http://commons.wikimedia.org/wiki/Special:FilePath/Hedwig%20Niemann-Raabe%20by%20H.P.%20Hansen.jpg
Robert Scholz,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Scholz%20%28actor%29%20by%20Alexander%20Binder.jpg
Хедвига Прингсхайм,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20i%20Hedwig%20Pringsheim%20%28cropped%29.png
Эльга Бринк,http://commons.wikimedia.org/wiki/Special:FilePath/Elga%20Brink%20died%201985%20%28cropped%29.jpg
Антуанетта София Луиза Шредер,http://commons.wikimedia.org/wiki/Special:FilePath/Sophie%20Schr%C3%B6der%20as%20Medea%20after%20Joseph%20Krafft.jpg
Тилли Ведекинд,http://commons.wikimedia.org/wiki/Special:FilePath/Tilly%20Wedekind.png
Анн-Катрин Крамер,http://commons.wikimedia.org/wiki/Special:FilePath/2019-03-12%20Ann-Kathrin%20Kramer%205871.jpg
Лиза Мария Поттхофф,http://commons.wikimedia.org/wiki/Special:FilePath/Lisa%20Marie%20Potthoff%20%286973246598%29.jpg
Марион Крахт,http://commons.wikimedia.org/wiki/Special:FilePath/Marion%20Kracht%2C%202014%20%28crop%29.jpg
Мария Боймер,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20B%C3%A4umer-0341.jpg
Сандра Шпайхерт,http://commons.wikimedia.org/wiki/Special:FilePath/Sandra%20Speichert%20bei%20der%20Autogrammstunde.JPG
Ивонн де Барк,http://commons.wikimedia.org/wiki/Special:FilePath/AV0A6041%20Yvonne%20de%20Bark.jpg
Janin Ullmann,http://commons.wikimedia.org/wiki/Special:FilePath/Janin%20Reinhardt%20Filmball%20Vienna%202016.jpg
Эрик Шуман,http://commons.wikimedia.org/wiki/Special:FilePath/Erik%20Schuman%20Nacht%20fiel%20%C3%BCber.jpg
Kenneth Lee Spencer,http://commons.wikimedia.org/wiki/Special:FilePath/Spencer%2C%20Kenneth%20%28um%201960%29.jpg
Вильгельм Дигельманн,http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm%20Diegelmann%201927%20by%20Alexander%20Binder.jpg
Brigitte Grothum,http://commons.wikimedia.org/wiki/Special:FilePath/Brigitte%20Grothum%2002.jpg
Alissa Jung,http://commons.wikimedia.org/wiki/Special:FilePath/Alissa%20Jung.jpg
Susan Hoecke,http://commons.wikimedia.org/wiki/Special:FilePath/MJKr01435%20Susan%20Hoecke%20%28Medienboard%20Party%202020%29.jpg
Хайнер Лаутербах,http://commons.wikimedia.org/wiki/Special:FilePath/Heiner%20Lauterbach%20by%20Stuart%20Mentiply.jpg
"Мёллекен, Патрик",http://commons.wikimedia.org/wiki/Special:FilePath/Patrick%20M%C3%B6lleken%20einzel.JPG
Виолетта,http://commons.wikimedia.org/wiki/Special:FilePath/Violetta.jpg
Miroslav Nemec,http://commons.wikimedia.org/wiki/Special:FilePath/Geheimniskr%C3%A4mer%20-%202018-01-24-1942.jpg
Макс Девриент,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Devrient%20Zawisch.jpg
Ursula Hinrichs,http://commons.wikimedia.org/wiki/Special:FilePath/0470%20Ursula%20Hinrichs.JPG
Йохен Никель,http://commons.wikimedia.org/wiki/Special:FilePath/2012-05-31%20Studio%20Hamburg%20Nachwuchspreis%20DSCF0161.jpg
Thomas Danneberg,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Danneberg%2005%202010.JPG
Anja Knauer,http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2012173%20Anja%20Knauer%20%28Berlinale%202018%29.jpg
Tine Wittler,http://commons.wikimedia.org/wiki/Special:FilePath/DE%20Wittler%20Tine%202007-10-04%20by%20Steschke.jpg
Tine Wittler,http://commons.wikimedia.org/wiki/Special:FilePath/Deutscher%20Fernsehpreis%202012%20-%20Tine%20Wittler.jpg
Tine Wittler,http://commons.wikimedia.org/wiki/Special:FilePath/Tine%20Wittler%204725.jpg
Георг Томалла,http://commons.wikimedia.org/wiki/Special:FilePath/Fotothek%20df%20pk%200000057%20004%20Szenenbilder.jpg
Camilla Spira,http://commons.wikimedia.org/wiki/Special:FilePath/Camilla%20Spira%20Graudenz.jpg
Вильфрид Клаус,http://commons.wikimedia.org/wiki/Special:FilePath/2005-10%20Wilfried%20Klaus%20800.jpg
Пауль Вестермайер,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20102-13334%2C%20Fritz%20Kampers%2C%20Paul%20Westermeyer%2C%20Paul%20Graetz.jpg
Эльза фон Мёллендорф,http://commons.wikimedia.org/wiki/Special:FilePath/Else%20von%20Moellendorf%20Berghof%2C%20by%20Eva%20Braun%201938%20%282%29.png
"Хуземан, Марта",http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20183-P1219-0323%2C%20Mitglieder%20der%20Widerstandsorganisation%20Schulze-Boysen-Harnack.jpg
Карола Тёлле,http://commons.wikimedia.org/wiki/Special:FilePath/Carola%20Toelle%20by%20Becker%20%26%20Maass.jpg
Fritz Delius,http://commons.wikimedia.org/wiki/Special:FilePath/Fritz%20Delius%20um%201920%20by%20Nicola%20Perscheid.jpg
Петер Капелль,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Capell%20NBC%201953.jpg
Gertrude Welcker,http://commons.wikimedia.org/wiki/Special:FilePath/Gertrude%20Welcker%2C%201917.jpg
Вольф Гремм,http://commons.wikimedia.org/wiki/Special:FilePath/Boulevard%20der%20Stars%202012%20Regina%20Ziegler%202.jpg
Suzanna von Nathusius,http://commons.wikimedia.org/wiki/Special:FilePath/Suzanna%20von%20Nathusius%2C%20portrait%202008.jpg
Daniel Wiemer,http://commons.wikimedia.org/wiki/Special:FilePath/Highroller.jpg
Sinan Akkuş,http://commons.wikimedia.org/wiki/Special:FilePath/Sinan%20Akkus.JPG
"Бедерке, Анна",http://commons.wikimedia.org/wiki/Special:FilePath/Hessischer%20Filmpreis%202016%20-%20Anna%20Bederke.jpg
Nic Romm,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Romm%205993.jpg
Штефан Арндт,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20Stefan%20Arndt%202018-01-26-DFP%202018-7101%20%28cropped%29.jpg
Georg Preuße,http://commons.wikimedia.org/wiki/Special:FilePath/GeorgPreusseMaryBerlin092009.jpg
Аднан Марал,http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2012152%20Adnan%20Maral%20%28Berlinale%202018%29.jpg
Кристина Геббель,http://commons.wikimedia.org/wiki/Special:FilePath/Christine%20Hebbel.jpg
Мартин Шнайдер,http://commons.wikimedia.org/wiki/Special:FilePath/MartinSchneiderDerSiebteZwerg2014.jpg
Charlotte Maria Magdalena Ackermann,http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Magdalene%20Charlotte%20Ackermann.jpg
Рольф Эден,http://commons.wikimedia.org/wiki/Special:FilePath/Rolf%20eden%20philipp%20von%20ostau.jpg
Rosalie Thomass,http://commons.wikimedia.org/wiki/Special:FilePath/Rosalie%20Thomass%20%28Bayerischer%20Filmpreis%202012%29.jpg
Кристоф Зильбер,http://commons.wikimedia.org/wiki/Special:FilePath/ChristophSilber2014.jpg
Йохен Шропп,http://commons.wikimedia.org/wiki/Special:FilePath/2019-01-31-Jochen%20Schropp-DFP%202019-4439.jpg
Янина Фауц,http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2071183%20Janina%20Fautz%20%28arte-Empfang%2C%20Berlinale%202020%29.jpg
Johanna Terwin,http://commons.wikimedia.org/wiki/Special:FilePath/Leopold%20Schmutzler%20Johanna%20Terwin%20Cleopatra.jpg
Selina Shirin Müller,http://commons.wikimedia.org/wiki/Special:FilePath/Selina%20Shirin%20M%C3%BCller%20-%20Jetix-Award%20-%20YOU%202008%20Berlin%20%287032%29.jpg
Уве Коккиш,http://commons.wikimedia.org/wiki/Special:FilePath/Uwe%20Kockisch%20November%202014.jpg
Georg Uecker,http://commons.wikimedia.org/wiki/Special:FilePath/Pressetermin%2030%20Jahre%20Lindenstra%C3%9Fe%20-%20Georg%20Uecker-9284.jpg
"Файк, Эберхард",http://commons.wikimedia.org/wiki/Special:FilePath/Eberhard%20Feik.jpg
Ania Niedieck,http://commons.wikimedia.org/wiki/Special:FilePath/Ania%20Niedieck%20%28cropped%29.jpg
Ребекка Иммануэль,http://commons.wikimedia.org/wiki/Special:FilePath/2018-01-26-DFP%202018-6815%20%28cropped%29.jpg
Alena Gerber,http://commons.wikimedia.org/wiki/Special:FilePath/Alena%20Gerber%20-%2001.jpg
Gertrude W. Hoffmann,http://commons.wikimedia.org/wiki/Special:FilePath/Gertrude%20Hoffmann-Boris%20Karloff%20in%20The%20Ape.jpg
Ingeborg Wellmann,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-F004044-0006%2C%20D%C3%BCsseldorf%2C%20Gastspiel%20Berliner%20Kabarett.jpg
Kristian Kiehling,http://commons.wikimedia.org/wiki/Special:FilePath/Kiehling-k-0612-1583-web-1.jpg
Gaby Köster,http://commons.wikimedia.org/wiki/Special:FilePath/Gaby%20K%C3%B6ster.jpg
Michael Dierks,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Dierks%20beim%20Bunte%20New%20Faces%20Award.jpg
Peter Orloff,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Orloff.jpg
Оливер Броумис,http://commons.wikimedia.org/wiki/Special:FilePath/2012-05-31%20Studio%20Hamburg%20Nachwuchspreis%20DSCF0147.jpg
Harald Kreutzberg,http://commons.wikimedia.org/wiki/Special:FilePath/Harald%20Kreutzberg%201950.jpg
Harald Kreutzberg,http://commons.wikimedia.org/wiki/Special:FilePath/Harald%20Kreutzberg%20by%20Annemarie%20Heinrich%2C%201945.png
Эзгюр Эзата,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96zg%C3%BCr%20%C3%96zata%20F.jpg
Funda Vanroy,http://commons.wikimedia.org/wiki/Special:FilePath/MJK%2047224%20Funda%20Vanroy%20%28Republica%202019%29.jpg
Ханс Вернер Ольм,http://commons.wikimedia.org/wiki/Special:FilePath/HansWernerOlm.jpg
Valerie Boothby,http://commons.wikimedia.org/wiki/Special:FilePath/Valerie%20Boothby%20by%20Alexander%20Binder%2C%201920s.jpg
Raúl Richter,http://commons.wikimedia.org/wiki/Special:FilePath/Raul%20Richter%20-%20Jetix-Award%20-%20YOU%202008%20Berlin%20%286957%29.jpg
Nova Meierhenrich,http://commons.wikimedia.org/wiki/Special:FilePath/Deutscher%20Fernsehpreis%202012%20-%20Nova%20Meierhenrich.jpg
Томас А. Каррен,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20A.%20Curran.jpg
Félina,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9lina.jpg
Таманна,http://commons.wikimedia.org/wiki/Special:FilePath/Tamannaah%20at%20trailer%20launch%20of%20Tutak%20Tutak%20Tutiya%20%2801%29.jpg
Сара Брайтман,http://commons.wikimedia.org/wiki/Special:FilePath/Sarah%20brightman.jpg
Сара Брайтман,http://commons.wikimedia.org/wiki/Special:FilePath/Sarah%20Brightman2007%20crop.jpg
Мелани Чисхолм,http://commons.wikimedia.org/wiki/Special:FilePath/2019%20Melanie%20C.%20%28cropped%29.jpg
Ариана Гранде,http://commons.wikimedia.org/wiki/Special:FilePath/Ariana%20Grande%20Grammys%20Red%20Carpet%202020.png
Бетси Джонс-Морланд,http://commons.wikimedia.org/wiki/Special:FilePath/BetsyJonesMoreland1.jpg
"Элли, Кёрсти",http://commons.wikimedia.org/wiki/Special:FilePath/KirstieAlley1994.jpg
Жозефина Бейкер,http://commons.wikimedia.org/wiki/Special:FilePath/Baker%20Harcourt%201940%202.jpg
Ричард Бёртон,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20Burton%20-%20The%20Robe.jpg
Рон Кэнада,http://commons.wikimedia.org/wiki/Special:FilePath/Ron%20Canada%2001.jpg
Доминик Монаган,http://commons.wikimedia.org/wiki/Special:FilePath/Dominic%20Monaghan%202003.jpg
Жизель Бюндхен,http://commons.wikimedia.org/wiki/Special:FilePath/FIFA%20World%20Cup%202014%20Final%20-%20Gisele%20B%C3%BCndchen.jpg
Жорж Мельес,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Melies.jpg
Джордж Табори,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20George%20Tabori%2C%20Berlin%202003.jpg
"Радченко, Людмила",http://commons.wikimedia.org/wiki/Special:FilePath/Ludmilla%20100%201113%20%28cropped%29.JPG
Кери Хилсон,http://commons.wikimedia.org/wiki/Special:FilePath/Keri%20Hilson%20Supafest%203%20-%20cropped.jpg
"Куркова, Каролина",http://commons.wikimedia.org/wiki/Special:FilePath/Karolina%20Kurkova%202011%20Shankbone.JPG
"Такер, Софи",http://commons.wikimedia.org/wiki/Special:FilePath/SophieTucker1917.jpg
Уильям Сэдлер,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Sadler%20%28cropped%29.jpg
Алекса Вега,http://commons.wikimedia.org/wiki/Special:FilePath/Alexa%20Vega%202013%20%28cropped%29.jpg
Jay Rock,http://commons.wikimedia.org/wiki/Special:FilePath/Jay%20Rock%20-%20Openair%20Frauenfeld%202019%2005.jpg
Макс Линдер,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Linder%20-%20Feb%201922%20Photoplay.jpg
Брэд Ренфро,http://commons.wikimedia.org/wiki/Special:FilePath/Brad%20Renfro%20mug%20shot.jpg
"Экер, Эми",http://commons.wikimedia.org/wiki/Special:FilePath/Fan%20Expo%20Canada%202015%20-%20Pointer%20%2821040909143%29%20%28cropped%29.jpg
"Мэнсон, Одри",http://commons.wikimedia.org/wiki/Special:FilePath/Audrey%20Munson.jpg
Луиза Брукс,http://commons.wikimedia.org/wiki/Special:FilePath/Louise%20Brooks%20detail%20ggbain.32453u.jpg
Кики с Монпарнаса,http://commons.wikimedia.org/wiki/Special:FilePath/Gwozdecki%20-%20Kiki%20de%20Montparnasse%2C%201920.jpg
Фэй Бейнтер,http://commons.wikimedia.org/wiki/Special:FilePath/Bainter%2C%20Fay%2C%20Miss%2C%20with%20Buzzer%20the%20cat%2C%20portrait%20photograph.jpg
Мит Лоуф,http://commons.wikimedia.org/wiki/Special:FilePath/Meat%20Loaf%20Photo%20Op%20GalaxyCon%20Raleigh%202019%20%28cropped%29.jpg
Мит Лоуф,http://commons.wikimedia.org/wiki/Special:FilePath/Meat%20Loaf%20%28headshot%29.jpg
Джордж Ирвинг,http://commons.wikimedia.org/wiki/Special:FilePath/George%20Irving%20in%20Craig%27s%20Wife%20%281928%29.jpg
"Лейк, Элис",http://commons.wikimedia.org/wiki/Special:FilePath/Alicelake1921.jpg
Энн Литтл,http://commons.wikimedia.org/wiki/Special:FilePath/Ann%20Little%20Stars%20of%20the%20Photoplay.jpg
Максимилиан Шелл,http://commons.wikimedia.org/wiki/Special:FilePath/1003%20Maximilian%20Schell.JPG
Лариса Рикельме,http://commons.wikimedia.org/wiki/Special:FilePath/LarissaRiquelme01.JPG
Joy Fielding,http://commons.wikimedia.org/wiki/Special:FilePath/Joy%20Fielding.JPG
"Сент-Джон, Эл",http://commons.wikimedia.org/wiki/Special:FilePath/Al%20St.%20John.jpg
Энид Беннетт,http://commons.wikimedia.org/wiki/Special:FilePath/Enid%20Bennett%20Trading%20Card.jpg
"Макманус, Михаэлла",http://commons.wikimedia.org/wiki/Special:FilePath/Michaela%20Mcmanus-1657190815.jpg
"Макманус, Михаэлла",http://commons.wikimedia.org/wiki/Special:FilePath/Michaela%20Mcmanus-1657114258.jpg
"Меркин, Мишель",http://commons.wikimedia.org/wiki/Special:FilePath/Michele%20Merkin%201.jpg
"Меркин, Мишель",http://commons.wikimedia.org/wiki/Special:FilePath/Michele%20Merkin%203%20b.jpg
Мэй Марш,http://commons.wikimedia.org/wiki/Special:FilePath/Mae%20Marsh%201916.jpg
